Réseau Social,Class,Commentaire client,Commentaire modérateur,Date,category,urgent
Facebook,Espace Client + My Idoom,توجد مشكلة في الدفع الإلكتروني لبطاقة الذهبية في فضاء الزبون من فضلكم أصلحوا الخلل,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44976.7224074074,negative,1
Facebook,Espace Client + My Idoom,نسيت الرقم السري لفضاء الزبون هل يمكن الدخول بتطبيق كم الجديد,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44976.9494212963,interrogative,1
Facebook,Espace Client + My Idoom,أريد معرفة رقم الزبون ياه نفتح حساب في فضاء الزبون,يمكنكم إيجاد رقم الزبون في الفواتير الهاتفية السابقة في الأعلى على اليمين أو في عقد الإشتراك سيدي. ,44976.95877314815,interrogative,0
Facebook,Espace Client + My Idoom,حتى فضاء الزبون تاعكم ملي ندخل يقلك صفحة غير متوفرة تصلح مرة في الف ياو راكم ........,"masqué ",44976.9740625,negative,0
Facebook,Espace Client + My Idoom,فضاء زبون مايحبش يمشي قع تعبنا وحنا نسجلو مكان والو," ندعوك لتقديم كافة المعلومات الخاصة بحسابك عبر الخاص  لنتمكن من تقديم المساعدة",44977.37769675926,negative,1
Facebook,Espace Client + My Idoom,"مكنكم تفعيل خدمة idoomly عبر التطيق ، فضاء الزبون او من خلال الاتصال بالرقم 1500 عبر الهاتف الثابت او المحمول ",لدي اقتراح فقط لماذا لا يتم جعل التطبيق يعمل من دون انترنت او انشاء صفحة لتجديد الاشتراك تعمل من دون انترنت لانه اغلبنا يجدد الاشتراك بعد نهايته و ليس قبل ذلك و ايضا الاشتراك دائما ينتهي عند منتصف الليل,44977.50134259259,suggestion,0
Facebook,Espace Client + My Idoom,ديرولنا فديو توضيحي وكيفيه التسجيل في فضاء الزبون,"ان كنتم سجلتم من قبل في فضاء الزبون فكلمة المرور هي نفسهاللتسجيل في التطبيق عليكم ",44977.52092592593,suggestion,0
Facebook,Espace Client + My Idoom,كيفاه.نجيب رقم زبون فضاء زبون,يمكنكم ايجاد رمز الزبون الخاص بكم في الفواتير الهاتفية السابقة كما يمكنكم مراسلتنا عبر الخاص ، نحن دائما في الخدمة,44977.53142361111,interrogative,0
Facebook,Espace Client + My Idoom,عيينا وحنا نسجلو في فضاء الزبون يقولك رقم الزبون خاطئي مافهمناش كيفاه,يمكنكم ايجاد رمز الزبون الخاص بكم في الفواتير الهاتفية السابقة كما يمكنكم مراسلتنا عبر الخاص ، نحن دائما في الخدمة,44977.53361111111,negative,1
Facebook,Espace Client + My Idoom,عندما انتقلت من خدمة Idoom ADSL إلى Idoom Fibre بقي فضاء الزبون يعمل بالقديم وعند محاولة إعادة التسجيل ليكون مرتبطا بخدمة الفايبر لا يقبل لأن البريد الالكتروني ورقم الزبون هو نفسه، فكيف العمل؟,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44977.87494212963,interrogative,0
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر اعطونا رابط فضاء الزبون فظلا و ليس أمرا,يمكنكم للاطلاع على فضاء الزبون عبر الرابط: https://client.at.dz/ar,44978.49152777778,negative,0
Facebook,Espace Client + My Idoom," هناك مشكلة في فضاء الزبائن ..حاولت عدة مرات فتح حساب في فضاء الزبائن لكن في كل مرة يظهر لي ايرور بما معناه ان هذا الحساب موجود مسبقا .ما حل هذه المشكلة ؟",يرجى تزويدنا بمعلومات اكثر حول انشغالكم عبر مراسلتنا في الخاص،شكرا.,44978.60613425926,negative,1
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر موقع فضاء زبون لا يعمل جيدا ارجو حل المشكل لا نستطيع دفع فاتورة الهاتف او تعبئة الانترنت,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44979.60018518518,negative,1
Facebook,Espace Client + My Idoom,لم اتمكن من فتح حساب في موقع فضاء الزبون الرسالة ان رقم الزبون خاطئ,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44983.94039351852,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون لا يسمح إستخدام البريدي الأكتروني مرتين مع رقمين هاتف مختلفين حيث أنني لدي رقم هاتف أبي في سكن و رقم الخاص في سكن إستخدمت نفس البريدي الإلتروني لم يسمح لي بتسجيل Email deja utliser هذا مشكل كبير,لقد تمت مراسلتكم عبر الخاص ،شكرا.,44985.86457175926,negative,1
Facebook,Espace Client + My Idoom,كاين مشكل في تعبئة انترنت adsl باستعمال فضاء الزبون,يرجى تزويدنا بمعلومات اكثر حول انشغالكم عبر مراسلتنا في الخاص،شكرا.,44993.51922453703,negative,1
Facebook,Espace Client + My Idoom,حبيت نسجل في فضاء الزبون لكن يقولي الرقم خاطئ ما عرفتش أين الخلل,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44995.87166666667,negative,1
Facebook,Espace Client + My Idoom,لكن عبر فضاء الزبون يطلب الكود,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة,44995.88693287037,negative,0
Facebook,Espace Client + My Idoom,والموقع فضاء الزبون والتطبيق يخدمو اوفلاين مثلا ولا لازم انترنت 廊,يجب توفر الانترنت لإستعمال الموقع أو التطبيق لكن يمكنكم الاستفادة من الخدمة عبر الاتصال بالرقم 1500من الهاتف الثابت او النقال ☺️.,44995.98228009259,interrogative,0
Twitter,Espace Client + My Idoom,برج الكيفان اظنها من العاصمة خارج تغطيتكم....احشموا بركاو بلا كذب....طلعنا الصواريخ للفضاء....بصح بالكذب....,إتصالات الجزائر ماضية قدما من أجل ربط كامل التراب الوطني بتكنولوجيا الألياف البصرية و ذلك للسماح لزبائنها من الإستفادة من أحسن الخدمات. نحن دائما في خدمتكم.,44997.55555555555,negative,1
Facebook,Espace Client + My Idoom,علاه حبستوا العمل بفضاء الزبون على المتصفح التطبيق برك راه يخدم خلوهم يخدموا في زوج,Algérie Télécom - إتصالات الجزائر ,44998.35232638889,negative,0
Facebook,Espace Client + My Idoom,فضاء الزبون لايعمل...خطأ في الرابط,الرجاء تزويدنا بتفاصيل انشغالكم عبر الرسائل الخاصة للصفحة ,44998.94892361111,negative,1
Facebook,Espace Client + My Idoom,ديرولنا حل لفضاء الزبون,الرجاء تزويدنا بتفاصيل انشغالكم عبر الرسائل الخاصة بالصفحة .,44999.36130787037,negative,0
Facebook,Espace Client + My Idoom,وعلاش التعبئة في تطبيق My idoom ببطاقة التعبئة فقط ؟!,يرجى توضيح استفسارك أو مراسلتنا عبر الرسائل الخاصة للصفحة,44962.96092592592,negative,1
Facebook,Espace Client + My Idoom,تطبيقكم my idoom كلما تجي تدخله يطلب منك كلمة السر وكي تنساها يرسل رمز التأكيد مرتين للبريد راني نقاسي لاني نسيت كلمة السر خلو جدو مفتوح كي الفيسبوك علاه كلما تخرج وترجع يطلب كلمة السر انا عندي مرض النسيان,masqué,44967.88392361111,negative,1
Facebook,Espace Client + My Idoom,كيف يتم رفع سرعة تدفق الأنترنت بواسطة تطبيق (My Idoom) وشكرا.,بعد اختبار اهلية خطكم ، يتم الدخول الى تطبيق my idoom و اختيار augmentation de débit و اختيار التدفق المراد .,44971.35863425926,interrogative,0
Facebook,Espace Client + My Idoom,كفاه نخلص انترنت من تطبيق تاعكم My idoom,عن طريق الدخول الى تطبيق my idoom و اختيار paiement en ligne و اتباع الخطوات .,44971.36274305556,interrogative,0
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر كيف أشترك في my idoom,عن طريق تحميل التطبيق و انشاء حساب فيه .,44971.38143518518,interrogative,0
Facebook,Espace Client + My Idoom,عندي مشكل التسجيل في تطبيق  عند التسجيل يقول حساب متوفر و عند محاولة استرجاع كلمة السر يقول حساب غير موجود my idoom,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44973.95945601852,negative,1
Facebook,Espace Client + My Idoom,شكارة حليب كارت الشفاء تطبيق my idoom عذاب دنيا,"masqué ",44976.9257175926,negative,0
Facebook,Espace Client + My Idoom,السلام عليكم هاذا التطبيق my idoomنقدر نسجل فيه بشريحة مودام 4G LTE الخاص بي وشكرا وارجو الشرح اذا ممكن التسجيل,"نعم يمكنكم الأستفادة من تطبيق My Idoom بشريحة الذجيل الرابع. ",44983.91599537037,interrogative,0
Facebook,Espace Client + My Idoom,لماذا لا يمكنني رفع التدفق من تطبيق my idoom,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة,44995.4805324074,interrogative,0
Facebook,Espace Client + My Idoom,"Algérie Télécom - إتصالات الجزائر تطبيق my idoom كي نسجل تقلي هذا الحساب موجود ",الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44995.86952546296,negative,0
Facebook,Espace Client + My Idoom,عملية تفعيل الخدمة على تطبيق my idoom تفشل دائما,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44995.88581018519,negative,1
Facebook,Espace Client + My Idoom,معرفتش نسجل في my idoom كيفاه ندير,إسم المستخدم في التطبيق هو رقم الهاتف الثابت أو رقم شرحت الجيل الرابع، وكلمة السر هي نفسها كلمة سر فضاء الزبون، بمعناه يجب أن يكون لديكم حساب في فضاء الزبون للإستفادة من الخدمة ☺,44995.98847222222,interrogative,1
Facebook,Espace Client + My Idoom,L APPLICATION MY IDOOM M AFFICHE TOUT LE TEMPS ( PROBLEME DE CONNEXION ) ET JE N ARRIVE PAS A ME CONNECTE A MON COMPTE SACHANT QUE JE SUIS CLIENT 4G DEPUIS TROIS SEMAINES (16 FEVRIER ),"Prière de nous contacter en message privé et nous envoyer les informations suivantes : Nom & prénom, numéro de ligne mobile et 4 G , adresse mail et votre code client , merci.",44997.43054398148,negative,1
Facebook,Espace Client + My Idoom,تطبيق my idoom مليح بصح لوكان تزيدو فيه خدمة التوقيف المؤقت للأنترنت و إعادة التشغيل يولي فوووور وتنقصو علينا نروحو للوكالة,نعلمكم أن هذا المنشور يخص استبيان حول تجربتكم ووجهة نظركم حول وصفحاتنا عبر شبكات التواصل الاجتماعي . نرجو منكم مشاركتنا أرائكم و إقتراحاتكم من خلال الرد على هذا الاستبيان. رأيكم يهمنا.,44997.82674768518,suggestion,1
Facebook,Espace Client + My Idoom,"bonsoir a vous je me permet de signaler le manque de professionnalisme au niveau de l'actel beb ezzouar, comme mes appels sortant du fixe sont restreint, j'ai procédé au paiement des factures en utilisant l'application My Idoom ""carte dahabia"", opération effectué pas succès, sauf que ma ligne sauf que ma ligne ne s'est pas rétablie.",Veuillez nous fournir plus de renseignements sur votre préoccupation en nous envoyant un message en privé. Merci ,44998.98530092592,negative,1
Facebook,Espace Client + My Idoom,انا طلعت ديبي من apk my idoom مزادولي والو لحد الساعة﫤,الرجاء مشاركتنا تفاصيل انشغالكم عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,45012.9334837963,negative,0
Facebook,Espace Client + My Idoom,لقد قمت برفع التدفق من 10الى 15ميغابايت عبر تطبيق my Idoom يزم امس ولم اتحصل على الشهر . أين المشكل ؟؟؟,الرجاء مشاركتنا تفاصيل انشغالكم عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,45012.9566087963,interrogative,0
Facebook,Espace Client + My Idoom,السلام عليكم.لم انجح في دفع فواتير الهاتف و الانترنت باستعمال My idoom !,يرجى تزويدنا بمعلومات اكثر حول انشغالكم عبر مراسلتنا في الخاص،شكرا.,45013.40511574074,negative,0
Facebook,Espace Client + My Idoom,Pas de bonus jai recharger internet adsl via baridi mob je vois sur lapps my idoom que ya rien juste les journées que jai payer pas de bonus,"Prière de nous contacter en message privé et nous envoyer les informations suivantes : Nom & prénom, numéro de ligne mobile et fixe , adresse et l’adresse de votre agence commerciale, merci ",45015.52564814815,negative,0
Twitter,Espace Client + My Idoom,هل يمكن رفع التدفق عن طريق تطبيق my idoom,بالطبع سيدي,45015.40116898148,interrogative,0
Facebook,Espace Client + My Idoom,"أنا قمت برفع سرعة التدفق فقط عن طريق ، تطبيق ""my idoom"" وفي حدود 48 استفدت من شهر انترنت مجاني ، ورفع في سرعة التدفق بكبسة زر، شكرًا على قربكم",شكرا لثقتكم ووفائكم لاتصالات الجزائر نحن دائما في خدمتكم,45017.46738425926,positive,0
Facebook,Espace Client + My Idoom,قمت برفع التدفق من 10 ميغا الى 15 ميغا على تطبيق my idoomy ولكن سرعة التدفق لم ترتفع كما ان رصيد الإضافي المهدى لم يضف للحساب," ندعوك لتقديم كافة المعلومات الخاصة بحسابك عبر الخاص لنتمكن من تقديم المساعدة ",45019.44802083333,negative,1
Facebook,Espace Client + My Idoom,تطبيق my idoom لا يعمل خاصة عند الدخول لفضاء الزبون,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,45658.88188657408,negative,0
Facebook,Espace Client + My Idoom,موقع فضاء الزبون لايعمل لكي اسجل فيه,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45659.38407407407,negative,1
Facebook,Espace Client + My Idoom,سلام عليكم كاين مشكل في تطبيق my idoom مانقدرش ندخل لفضاء الزبون,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45659.54649305555,negative,1
Facebook,Espace Client + My Idoom,ولا نهار شفت زيادة بريدي موب فضاء الزبون جبربتهم كامل,masqué,45659.72456018518,negative,1
Facebook,Espace Client + My Idoom,Amina Ben لا صاحبي هي بعد متروشارجي اونلين تستنى واحد ثلاثة ايام ولا وتعاود تدخل لفضاء الزبون ضك تلقى بلي فعلولك البونيس,masqué,45659.72659722222,positive,0
Facebook,Espace Client + My Idoom,Amina Ben لا داعي للمطالبة بيه فهو يزداد أتوماتكيا بعد الدفع الالكتروني بعد مرور بضعت أيام...يمكنك التاكد من خلال فضاء الزبون,masqué,45659.72671296296,positive,0
Instagram,Espace Client + My Idoom,السلام عليكم بغي نفتح فضاء الزبون ومحبش يفتح في 4Gألتيو خطرش بغي نعرف مدة التعبئة كم يوم,اذا كنتم تواجهون اي خلل يتعلق بخدماتنا فبامكانكم التواصل معنا عبر الخاص لنتمكن من تقديم المساعدة,45659.77032407407,interrogative,0
Facebook,Espace Client + My Idoom,فضاء الزبون لا يعمل، حاولت جاهدا التسجيل فيه لا يعمل، تملأ المعلومات و بعدها لا يمكن الوصول الى الموقع.," إذا كنتم تواجهون أي خلل يتعلق بخدمة My Idoom أو فضاء الزبون، يمكنكم التواصل معنا عبر الرسائل الخاصة للحصول على المساعدة اللازمة",45660.67091435185,negative,1
Facebook,Espace Client + My Idoom,Tebech Habib عندك دير كيما انا خويا كنت حاسب المشكل فالهاتف فورماطيت راحلي كلش من بعد لقيت المشكل فيهم و راه اكثر من شهر هدا المشكل باقي ما تقدرش تدخل لا في تطبيق ماي ادوم او فضاء الزبون,"الرجاء مشاركتنا تفاصيل انشغالكم عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية+masquer ",45660.67542824074,negative,1
Facebook,Espace Client + My Idoom," إذا كنتم تواجهون أي خلل يتعلق بخدمة My Idoom أو فضاء الزبون، يمكنكم التواصل معنا عبر الرسائل الخاصة للحصول على المساعدة اللازمة"," إذا كنتم تواجهون أي خلل يتعلق بخدمة My Idoom أو فضاء الزبون، يمكنكم التواصل معنا عبر الرسائل الخاصة للحصول على المساعدة اللازمة",45660.80334490741,interrogative,0
Facebook,Espace Client + My Idoom,من فضلك كيف نغير فضاء الزبون من حساب ADSL إلى حساب FTTH وشكرا,يمكنكم التواصل بنا عبر الخاص لمزيد من المعلومات ,45660.81903935185,interrogative,1
Facebook,Espace Client + My Idoom,فضاء الزبون لا يشتغل رانا في 2025 ياو,masqué,45661.44652777778,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون لا يعمل تطبيق my idoom لا يعمل 2025 نفس المشاكل نفس الاعطاب نفس الروتين لا حول ولا قوة الا بالله 臘‍♂️,masqué,45661.46173611111,negative,1
Facebook,Espace Client + My Idoom,لا يعمل منذ الصباح ونفس الشيء فضاء الزبون على المتصفح,msq,45661.65648148148,negative,1
Facebook,Espace Client + My Idoom,بالفعل بدأنا بفضاء الزبون المعطل في الموقع و في التطبيقواش نزيدوا ، اخطونا برك من انقطاع الانترنات ، رانا خاطينكم,msq,45661.82090277778,negative,1
Facebook,Espace Client + My Idoom,"السلام عليكم .. يوجد خلل تقني بالدخول لفضاء الزبون من خلال تطبيق my idoom ارجوا منكم حل المشكلة وانا على يقين انكم ستبذلون قصار جهدكم خلال وقت وجيز للإنتباه للإنشغال ",الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,45661.99594907407,negative,1
Facebook,Espace Client + My Idoom,كيف تسجيل في فضاء الزبون,ندعوكم لمحاولة التسجيل في فضاء الزبون وذلك بالضغط على الرابط التالي :,45662.89765046296,interrogative,0
Youtube,Espace Client + My Idoom," على منقدرش  نسجل في فضاء الزبون للعلم أنا جديد   الموقع نتاعكم حابس ",نود دعوتكم للتواصل معنا عبر أحد صفحاتنا على مواقع التواصل الاجتماعي، حيث يمكنكم تزويدنا بمعلومات إضافية تساعدنا في فهم احتياجاتكم بشكل أفضل وتقديم المساعدة المناسبة ,45664.00814814815,negative,1
Facebook,Espace Client + My Idoom,أين المودم ZTE هذا الذي اصبح كأنه قمر صناعي منذ اكثر من عام وانتم عن قريب عن قريب عن قريب حتى اصبح بعيد كل البعد حتى للأقمار الصناعية في هذا العام عدد كبير التي ارسلت للفضاء وانتم مع المودم تجولون هههههههههههه في الجزائر يخلق عالم جديد العالم الرابع,msq,45664.43525462963,negative,0
Facebook,Espace Client + My Idoom,علاه كي نحب نسجل في فضاء الزبون تخرجي باجة كحلة #algerietelecom,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45664.45348379629,interrogative,0
Facebook,Espace Client + My Idoom,لا اتمكن من الولوج الى حسابي في الفضاء الزبون ولا حتى بفتح حساب جديد,اذا كنتم تواجهون اي خلل يتعلق بخدماتنا فبامكانكم التواصل معنا عبر الخاص لنتمكن من تقديم المساعدة,45664.77478009259,negative,1
Facebook,Espace Client + My Idoom,تطبيق my idoom متوقف من مدة لانستطيع الدخول اليه لمعرفة فاتورة الهاتف والايام المتبقية للانترنات لفضاء الزبون يجب النظر اليه والقيام باصلاحه,masqué,45664.78319444445,negative,1
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر كان من الافضل الولوج الى حساب فضاء الزبون برقم الهاتف الثابت و رقم الهاتف المحمول فقط !,masqué,45664.78379629629,suggestion,0
Facebook,Espace Client + My Idoom,"واش بيه التطبيق My Idoom لا يعمل و الدخول لفضاء الزبون عبر صفحة الويب ايظا لا يعمل ",masqué,45664.7858449074,negative,1
Facebook,Espace Client + My Idoom,يا ليلى راني حاصل في فضاء الزبون ونسيت كلمة السر وإمايل واريد فتح حساب جديد ما الحل من فضلكم وشكرا,masqué,45664.78836805555,interrogative,1
Instagram,Espace Client + My Idoom,كيف ارفع تدفق الانترنت من فضاء الزبون,يمكنكم التواصل بنا عبر الخاص لمزيد من المعلومات ,45665.81949074074,interrogative,0
Facebook,Espace Client + My Idoom,"هناك عدة مشاكل لا زال لم يتم التحكم فيها ولا اريد أن اكتب كلام آخرأولا عندما يتغير تدفق الزبون نجد في الفاتورة تغيير لكن في الواقع العكس لازم تغيير port مثلما تغير التدفق ثانيا تطبيق my idoom او فضاء الزبون لا تستطيع استعمالهم لانهم بكل بساطة تطبيقات لا يتم متابعتهم من طرف مختصين ","الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم +masquer ",45667.49534722222,suggestion,0
Facebook,Espace Client + My Idoom,سقمونا فضاء الزبون تاع ماي إيدوم ماراهش يفتح,الرجاء مشاركتنا تفاصيل انشغالكم عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية ,45667.87708333333,negative,1
Facebook,Espace Client + My Idoom,عندي مشكل بفضاء الزبون منقدرش ندخل لحسابي يقولي خطأ في اسم المستخدم او كلمة المرور مع العلم المعلومات نتاعي صحيحة 100%,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,45668.84875,negative,1
Instagram,Espace Client + My Idoom,دفع الكتروني و منصة فتح فضاء الزبون من نهار الخميس لا تعمل,الرجاء تزويدنا بتفاصيل انشغالكم عبر الرسائل الخاصة للصفحة ,45669.82862268519,negative,1
Facebook,Espace Client + My Idoom,اخدمونا فضاء الزبون باش نعرفو واش كاين ومن بعد اهدرونا على الامور الاخرى,"""يمكنكم طرح انشغالاتكم فيما يخص خدماتنا عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية شكرا لتفهمكم.",45670.4567824074,negative,0
Facebook,Espace Client + My Idoom,تطبيق MyIdoom لا يعمل. أعدت تثبيته عدة مرات ولم يتجاوز نافذة Speedtest. ثم هناك سؤال يحيرني لماذا تجبروننا على قياس السرعة في فضاء الزبون؟ ولماذا فقط قياس سرعة التحميل دون سرعة الرفع التي يشتكي منها الكثير ومنهم أنا ورغم الشكايات المتعددة وعلى كل المستويات لا يوجد حل، حتى بلغت مرحلة اليأس من وجود حل من طرفكم، حتى محاولة إلغاء الاشتراك وإعادته من أجل الحصول على خط جديد ربما لا يوجد به تقييد للرفع - الذي لا يتجاوز أبدا 48 ميغا رغم أنه من المفروض أن يصل 75 ميغا في اشتراكي 300 ميغا - لم تقبلوا به.,"""يرجى تزويدنا بمعلومات اكثر حول انشغالكم عبر مراسلتنا في الخاص نسعى الى ارضاء زبائننا الكرام من خلال تحسن و تطوير نوعية الخدمات و جودة الانترنت. دمتم اوفياء لاتصالات الجزائر ودمنا اقرب لزبائننا. شكرا لتفهمكم.",45670.51189814815,negative,1
Facebook,Espace Client + My Idoom,تقولو الدفع الالكتروني و التطبيق تاعكم my idoom ميتتقولو الدفع الالكتروني و التطبيق تاعكم my idoom ميت ما يمشيش خاصة فضاء الزبون 若 ما يمشيش خاصة فضاء الزبون 若," إذا كنتم تواجهون أي خلل يتعلق بخدمة My Idoom أو فضاء الزبون، يمكنكم التواصل معنا عبر الرسائل الخاصة للحصول على المساعدة اللازمة",45670.80766203703,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون عنده عدة ايام خارج الخدمة يرجى منكم معالجة الامر,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45670.86159722223,negative,1
Facebook,Espace Client + My Idoom,أبسط بحاجة ماتمشيش عندي عام ماقدرتش ندخل فضاء الزبون,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45671.65708333333,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون في تطبيق My idom لا يشتغل,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45671.65775462963,negative,1
Facebook,Espace Client + My Idoom,My idoom فضاء الزبون لايعمل,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45671.65842592593,negative,1
Facebook,Espace Client + My Idoom,اخدمونا. فضاء الزبون,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45672.42625,negative,1
Facebook,Espace Client + My Idoom,"بصح تطبيق my idoom ميمشيش لازم تفتح فضاء الزبون في كروم ول متصفح ",msq,45672.63166666667,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون تسجيل جديد لا يفتح,الرجاء تزويدنا عبر الخاص برقم اشتراككم + الاسم و اللقب + رقم الزبون + بريدكم الالكتروني لنتمكن من تقديم المساعدة .,45672.66915509259,negative,1
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر تم تعبئة مبلغ اشتراك شهر ولم يتم إضافة ايام المهداة وتم التأكد عبر حسابي في منصة فضاء الزبون,"نرجو منكم تزويدنا بالمعلومات التالية : الاسم و اللقب ،رقم الهاتف الثابت و المحمول عبر الخاص لنتمكن من تقديم المساعدة ",45672.67157407408,interrogative,0
Facebook,Espace Client + My Idoom,خلصت 6 أشهر بتطبيق بريدي موب و ماعطيتوليش 24 يوم، كي ندخل فضاء الزبون نلقى لحساب قد قد ,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45672.88190972222,negative,1
Instagram,Espace Client + My Idoom,خطي غير مفعل لا استطيع الولوج الى تطبيق ماي اوريدو او موقع فضاء زبون ما حل,"""الرجاء ارسال هذا الانشغال على الخاص مرفقا بالمعلومات التالية :رقم اشتراككم - رقم هاتفكم المحمول - اسم ولقب صاحب الخط  شكرا لكم.",45674.52550925926,negative,0
Facebook,Espace Client + My Idoom,انا مانيش قادر ندخل لفضاء الزبون فالتطبيق,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45674.63506944444,negative,1
Facebook,Espace Client + My Idoom,Derkaoui Hadj Zoubir دير كيما درت أنا فضاء الزبون من غوغل تهنيت وخليك من التطبيق,masqué,45675.43528935185,suggestion,0
Facebook,Espace Client + My Idoom,Menas Soffianne فضاء الزبون,masqué,45675.43597222222,off-topic,0
Facebook,Espace Client + My Idoom,واش نبلغ عندي تقريب عام وانا نشكي في وكالة على مشكل فضاء زبون كي نسجل يقلي تأكيد بريد الإكتروني محبوش يصلحوهلي,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45675.73918981481,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون لا يعمل من مدةعلاه تخدمو حاجة و ما تكملوهاش,يرجى الدخول في اعدادات التطبيق عبر الهاتف، ثم فيmsq +,45676.4555787037,negative,1
Instagram,Espace Client + My Idoom,شكون مراهش يمشي عندو فضاء الزبون في تطبيق,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45678.4494675926,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون لا يعمل عندي,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45678.46997685185,negative,1
Facebook,Espace Client + My Idoom,كي يولي التطبيق و فضاء الزبون يمشي قبل,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45678.47065972222,negative,0
Facebook,Espace Client + My Idoom,قمت بتعبئة ستة اشهر باشتخدام بريدي موب لكن لم تظهر لي الزيادة في موقع فضاء الزبون,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45678.47108796296,negative,1
Facebook,Espace Client + My Idoom,هل تطبيق ماي ايدوم يعمل ام لا.. لانه عندما اريد ان ادخل لفضاء الزبون من تطبيق برقم هاتف ثابت و رقم سري لا يفتح و يبقى يدور اما اذا دخلت لفضاء الزبون من صفحة واب يفتح عادي اين خلل ؟ مع علم اني حذفت التطبيق و اعدت تثبيته,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45678.52569444444,interrogative,1
